自助序号,剪枝树减逻辑回归_PR曲线下面积差,剪枝树减逻辑回归_ROC曲线下面积差,剪枝树减逻辑回归_对数损失差
258,-0.3200493481092912,-0.39344121996697173,0.08512268428556236
259,-0.36439017006768515,-0.38811525045769574,0.07146311005827655
260,-0.23018058287937118,-0.3762031587364073,0.04417851292237379
261,-0.3115429288758877,-0.32162177483613164,0.04841170483842039
262,-0.41951139017256395,-0.42933686437960994,0.10915619205266552
263,-0.29812303211346686,-0.31996340185146277,0.04873667541008375
264,-0.30634723116529466,-0.4236451361808453,0.06875490216839714
265,-0.28534717903557993,-0.3535998967544725,0.043046377339246544
266,-0.2732564914231299,-0.3061341370525047,0.04131035050860915
267,-0.34581894805423485,-0.4094894325589115,0.07853479321643997
268,-0.2836385597174155,-0.33351632038163603,0.054575776767538664
269,-0.3694882033390766,-0.29217762596302843,0.08220279191401009
270,-0.23199647550183647,-0.4127974743238931,0.054184870431263354
271,-0.3225657457919714,-0.2938460890409217,0.053244794232541914
272,-0.36352014893068924,-0.30864637376689796,0.04415968244054763
273,-0.2111687052907258,-0.3779847710238408,0.03917122991090238
274,-0.24709587696309213,-0.3720507907023507,0.036527867467267494
275,-0.3102480199010084,-0.29627306357325545,0.055029281402449004
276,-0.2871813426255604,-0.3610368094706529,0.06007946103162681
277,-0.30107268183812014,-0.33954662326703056,0.06459219224935503
278,-0.364693428891819,-0.36722534114969413,0.06718985996691001
279,-0.14340379936520475,-0.3378033661938043,0.0032404792864141885
280,-0.36430252587716117,-0.2732859181360583,0.048615736237621776
281,-0.3412212150041945,-0.3358778343926995,0.053450960984791435
282,-0.32934286813540453,-0.3693029619097463,0.06500025326463832
283,-0.37286294469341796,-0.39724497809280584,0.07924179684534916
284,-0.28889329582734385,-0.2925666360294116,0.03308474340096795
285,-0.2390339736018574,-0.29189192746029524,0.041576487122823136
286,-0.23204169063418412,-0.4457815210575404,0.06152882915042468
287,-0.25203942468110374,-0.3295117363804253,0.058291790542721544
288,-0.3807696676156714,-0.3142778279023636,0.06757014565921804
289,-0.342015930369686,-0.29660366678273836,0.048187052746948844
290,-0.34618017539887874,-0.3514708744649917,0.07248179024010909
291,-0.29921891061103467,-0.38626028752629776,0.0397288739361219
292,-0.3569412430388816,-0.3194716788592026,0.05729669208828225
293,-0.3466416352675269,-0.277729475536757,0.04702878205760064
