概率阈值,真阳性,假阳性,假阴性,真阴性,灵敏度,特异度,精确率,F1分数,马修斯相关系数,平衡准确率,准确率,阳性判定比例,马修斯相关系数最大参考点标志
0.5405289783139016,3.7,1.25,13.166666666666666,128.88333333333333,0.21936758893280633,0.9903944672131147,0.7474747474747475,0.33919022154316275,0.3706061493417797,0.6048810280729605,0.9019274376417232,0.0336734693877551,0
0.5159572022377696,3.7,1.5,13.166666666666666,128.63333333333333,0.21936758893280633,0.9884733606557377,0.7115384615384616,0.3353474320241692,0.35859170477793734,0.603920474794272,0.9002267573696144,0.03537414965986395,0
0.5077554367602981,3.7,1.75,13.166666666666666,128.38333333333333,0.21936758893280633,0.9865522540983607,0.6788990825688074,0.33159073935772965,0.34733929520597917,0.6029599215155835,0.8985260770975055,0.03707482993197279,0
0.496976920946071,4.033333333333333,1.75,12.833333333333332,128.38333333333333,0.23913043478260868,0.9865522540983607,0.6974063400576369,0.35614422369389254,0.36997728878562564,0.6128413444404847,0.9007936507936507,0.03934240362811791,0
0.49305395893808746,4.283333333333333,1.75,12.583333333333332,128.38333333333333,0.25395256916996045,0.9865522540983607,0.7099447513812155,0.37409024745269287,0.3863632613729591,0.6202524116341606,0.9024943310657596,0.041043083900226755,0
0.48385787564052607,4.4833333333333325,1.75,12.383333333333333,128.38333333333333,0.26581027667984186,0.9865522540983607,0.7192513368983957,0.38816738816738816,0.3991385662409006,0.6261812653891012,0.9038548752834465,0.04240362811791383,0
0.48071580005946213,4.733333333333333,1.75,12.133333333333333,128.38333333333333,0.28063241106719367,0.9865522540983607,0.7300771208226221,0.4054246966452534,0.414722255520511,0.6335923325827771,0.9055555555555554,0.044104308390022676,0
0.4636730296052642,4.733333333333333,2.0,12.133333333333333,128.13333333333333,0.28063241106719367,0.9846311475409836,0.7029702970297029,0.4011299435028249,0.40438422380577077,0.6326317793040886,0.9038548752834465,0.04580498866213152,0
0.4563623869288515,4.733333333333333,2.25,12.133333333333333,127.88333333333333,0.28063241106719367,0.9827100409836066,0.6778042959427207,0.3969252271139063,0.3945558889370872,0.6316712260254002,0.9021541950113378,0.047505668934240367,0
0.43936165554060364,4.733333333333333,2.4166666666666665,12.133333333333333,127.71666666666667,0.28063241106719367,0.9814293032786886,0.662004662004662,0.3941707147814018,0.38826498809977783,0.6310308571729412,0.9010204081632652,0.04863945578231293,0
0.4337595249146483,4.733333333333333,2.6666666666666665,12.133333333333333,127.46666666666667,0.28063241106719367,0.9795081967213115,0.6396396396396397,0.39010989010989006,0.37919140936715934,0.6300703038942526,0.8993197278911564,0.05034013605442177,0
0.4135124186047664,4.933333333333333,2.6666666666666665,11.93333333333333,127.46666666666667,0.29249011857707513,0.9795081967213115,0.6491228070175438,0.40326975476839244,0.3915046631955238,0.6359991576491933,0.9006802721088436,0.05170068027210884,0
0.411718104610928,5.183333333333333,2.6666666666666665,11.68333333333333,127.46666666666667,0.3073122529644269,0.9795081967213115,0.6602972399150743,0.4194200944032367,0.4065767938872031,0.6434102248428692,0.9023809523809524,0.05340136054421768,0
0.4069486048672988,5.183333333333333,3.1666666666666665,11.68333333333333,126.96666666666667,0.3073122529644269,0.9756659836065574,0.6207584830339321,0.4111037673496365,0.38963572469586455,0.6414891182854922,0.8989795918367347,0.05680272108843536,0
0.40118185283608104,5.433333333333333,3.1666666666666665,11.433333333333332,126.96666666666667,0.3221343873517787,0.9756659836065574,0.631782945736434,0.42670157068062825,0.4044053309540283,0.6489001854791681,0.9006802721088436,0.0585034013605442,0
0.39999427563067436,5.433333333333333,3.4166666666666665,11.433333333333332,126.71666666666667,0.3221343873517787,0.9737448770491804,0.6139359698681732,0.42255346727154897,0.3964389877281123,0.6479396322004796,0.8989795918367347,0.06020408163265305,0
0.375106696117191,5.433333333333333,3.6666666666666665,11.433333333333332,126.46666666666667,0.3221343873517787,0.9718237704918034,0.5970695970695971,0.4184852374839538,0.38876897186872106,0.6469790789217911,0.8972789115646259,0.06190476190476189,0
0.3732683736714117,5.433333333333333,3.8666666666666667,11.433333333333332,126.26666666666667,0.3221343873517787,0.9702868852459017,0.5842293906810035,0.4152866242038217,0.382833052820548,0.6462106362988402,0.8959183673469387,0.06326530612244899,0
0.3692769677213414,5.433333333333333,4.116666666666667,11.433333333333332,126.01666666666665,0.3221343873517787,0.9683657786885246,0.5689354275741709,0.4113564668769716,0.3756481334899671,0.6452500830201516,0.8942176870748298,0.06496598639455783,0
0.367858148764673,5.683333333333333,4.116666666666667,11.183333333333332,126.01666666666665,0.33695652173913043,0.9683657786885246,0.5799319727891156,0.42624999999999996,0.3901012487643383,0.6526611502138275,0.8959183673469387,0.06666666666666667,0
0.35452371060781385,5.683333333333333,4.366666666666667,11.183333333333332,125.76666666666668,0.33695652173913043,0.9664446721311475,0.5655058043117743,0.4222910216718265,0.38314410187357517,0.6517005969351389,0.8942176870748301,0.06836734693877551,0
0.34948795114551034,5.683333333333333,4.616666666666667,11.183333333333332,125.51666666666668,0.33695652173913043,0.9645235655737704,0.5517799352750808,0.4184049079754601,0.37641304931543396,0.6507400436564504,0.8925170068027212,0.07006802721088436,0
0.34765305429127097,5.683333333333333,4.816666666666667,11.183333333333332,125.31666666666666,0.33695652173913043,0.9629866803278688,0.5412698412698412,0.41534713763702796,0.3711820418638327,0.6499716010334996,0.891156462585034,0.07142857142857142,0
0.3351647849312846,5.683333333333333,5.066666666666666,11.183333333333332,125.06666666666666,0.33695652173913043,0.9610655737704918,0.5286821705426356,0.4115872057936028,0.36482524658454046,0.6490110477548111,0.8894557823129252,0.07312925170068027,0
0.32048244188800545,5.683333333333333,5.316666666666666,11.183333333333332,124.81666666666666,0.33695652173913043,0.9591444672131147,0.5166666666666666,0.4078947368421053,0.35866002079836273,0.6480504944761226,0.8877551020408163,0.07482993197278912,0
0.31790811526732443,5.683333333333333,5.566666666666666,11.183333333333332,124.56666666666666,0.33695652173913043,0.9572233606557378,0.5051851851851852,0.4042679312388856,0.35267583061185787,0.6470899411974341,0.8860544217687075,0.07653061224489796,0
0.3115728881019567,5.683333333333333,5.816666666666666,11.183333333333332,124.31666666666666,0.33695652173913043,0.9553022540983607,0.4942028985507246,0.4007050528789659,0.34686294034853504,0.6461293879187455,0.8843537414965986,0.0782312925170068,0
0.3114276678924754,5.683333333333333,6.066666666666666,11.183333333333332,124.06666666666668,0.33695652173913043,0.9533811475409836,0.48368794326241127,0.3972044263249854,0.3412123361110086,0.645168834640057,0.8826530612244898,0.07993197278911565,0
0.3052233347796992,5.683333333333333,6.316666666666667,11.183333333333332,123.81666666666668,0.33695652173913043,0.9514600409836065,0.47361111111111104,0.3937644341801385,0.335715658118509,0.6442082813613684,0.8809523809523809,0.08163265306122448,0
0.30420672856941644,5.683333333333333,6.566666666666667,11.183333333333332,123.56666666666668,0.33695652173913043,0.9495389344262294,0.46394557823129245,0.3903835145964511,0.33036514065232786,0.6432477280826799,0.8792517006802721,0.08333333333333333,0
0.29680391747812196,5.683333333333333,6.816666666666667,11.183333333333332,123.31666666666666,0.33695652173913043,0.9476178278688525,0.4546666666666666,0.38706015891032913,0.3251535586174932,0.6422871748039914,0.8775510204081632,0.08503401360544217,0
0.2966917601934485,5.683333333333333,7.066666666666666,11.183333333333332,123.06666666666666,0.33695652173913043,0.9456967213114754,0.4457516339869281,0.3837929093978616,0.3200741798752802,0.641326621525303,0.8758503401360545,0.08673469387755102,0
