重复序号,截距,孕周一次项,孕周二次项,妇间BMI效应,个体内BMI效应,年龄效应,生产次数效应,曲线最低点孕周
272,-2.911939852299041,0.04126721907189998,0.004834153233420619,-0.031346958207042495,0.0016203246213198465,-0.015735719459172657,0.16686063215277336,13.731701388094027
273,-2.9268260637382215,0.04768787581410428,0.004350111421974541,-0.032450706722541856,0.0133653630179335,-0.010323451912718705,0.31252886634296534,12.51877536133793
274,-2.9416554265543198,0.04813750828613065,0.004808569052698047,-0.032373215540161177,-0.052549069031715454,-0.031097358377613474,0.19297423120410673,12.994611935631754
275,-2.9201289940415807,0.04271229599013466,0.0052895207362153775,-0.028881368982062647,0.005559340546557357,-0.00912975070890283,0.18785471319984431,13.962555199216869
276,-2.8927891714291607,0.04235320311331986,0.0052112962703472505,-0.023808663202954373,-0.009002727777061738,-0.0283296502164407,0.13612454495604856,13.936404215366391
277,-2.876670136696036,0.04594962933216893,0.004060418807561643,-0.03108915987166999,-0.06795896498276932,-0.018618810505903107,0.17585765997675387,12.341762326758293
278,-2.851307419833671,0.055251269067647574,0.004993505110203207,-0.026774046953205,-0.08962437689999317,-0.0055460699398076916,0.13468125245380105,12.467686740246556
279,-2.958208713532821,0.05105754819543254,0.00592483529435554,-0.025687696198400813,-0.024949356806787826,0.014441955109589429,0.22164199576981752,13.69122636674188
280,-2.922861803104887,0.040156031404659176,0.0037809667345560394,-0.029790814905405093,-0.015157882765393111,-0.01570780428179896,0.15932647800559074,12.689713739391799
281,-2.819174041541785,0.05012826641636129,0.003773568016073828,-0.02912521546397869,-0.005474718527792476,-0.008574449933998748,0.18902783531586434,11.357974971852137
282,-2.882028817583253,0.05221535282260514,0.004647080593006283,-0.02345837103185232,-0.012248743559073117,-0.021748895678034307,0.20814386793064074,12.381918736121374
283,-2.8845781433379853,0.04178708277426214,0.0039046171713674927,-0.03560934556847577,0.010628917102742667,-0.01750533623608016,0.19862624880103064,12.649016671764102
284,-2.962566456891708,0.04654400962866021,0.0052923091215438065,-0.029720503781987043,-0.01688925474459613,-0.010332206903825988,0.24583445189970415,13.602674696458115
285,-2.9334981016001773,0.047159580811753296,0.005046161321612946,-0.03263616600491061,0.009110736317635364,-0.012451102599387925,0.20504996716871787,13.32718260415431
286,-2.8971754666881173,0.04718310827195362,0.004927891846135486,-0.02966468075230052,-0.040455309148863576,-0.02449742080619934,0.14874230174911904,13.21264774622081
287,-2.9482437949887466,0.03909714350212936,0.004913956434540897,-0.03042329357680487,-0.007485561764101665,-0.029607631529474685,0.27621921380720305,14.021826401704542
288,-2.8934722049820265,0.045880987873000684,0.00460437043222194,-0.03081642514952588,0.009567314052414766,-0.011803551924016073,0.1823374822341002,13.017669782613492
289,-2.9243384194479467,0.04554530718074971,0.004237001677840639,-0.030433939695722324,-7.899464922854242e-06,-0.01583512583249866,0.22816342096103565,12.625290400644639
290,-2.9045237014210383,0.0489864249130391,0.004014729293193925,-0.029250517101374343,0.008712502607362676,-0.01670999198729018,0.17469010692039907,11.899162143250278
291,-2.9405738296109494,0.04139011799809522,0.00529031166834745,-0.037777181279984626,-0.009875618699065784,-0.014777384130029323,0.22374006944250335,14.088121022648146
292,-2.8699173246486245,0.04878320054917285,0.0048986986717472316,-0.04240779636537063,-0.03495190458812592,-0.014421457153433279,0.1527168060179243,13.020800030983207
293,-2.884411717847593,0.05204725277841496,0.004515089964638975,-0.03944001801601841,-0.009487512041833498,-0.020415697450880566,0.20976365373898037,12.236299477304364
294,-2.8738836095160316,0.05086809103042188,0.005753198649422842,-0.0165510196489692,-0.04620790030472098,-0.013399096707947653,0.16327924502313765,13.57914699890252
295,-2.859013730686779,0.04709748060575535,0.003623511617329464,-0.029026642870009414,-0.07028887725943482,-0.020391917328454946,0.16570828193166315,11.501127417321998
296,-2.892729663323655,0.039018573599913266,0.00493624774008834,-0.04175894753928246,-0.002182024253266557,0.0012094209512296685,0.19463423558019596,14.047749661849936
297,-2.929715169636656,0.04639324326995816,0.00584810526708455,-0.029772655915650457,0.007221636838855011,-0.03333212324162666,0.26707919925082463,14.033480832580281
298,-2.8385104059490254,0.05118955259433598,0.004371777191774706,-0.0339658879813502,-0.0074560764770171825,-0.021772091663539887,0.10909976105209397,12.145452713069787
299,-2.9517890923495544,0.0487884893056835,0.00530098960324004,-0.03316371431386837,0.017146947712142882,-0.019902685576007113,0.22563947482277155,13.398171571977496
300,-2.8942300502339546,0.04573901850292576,0.005977161715977941,-0.0336437244012113,-0.061106883458467105,-0.0352988331645897,0.17041794792210743,14.173851346479566
301,-2.951564974911064,0.04167195929202009,0.004314900423355932,-0.01989655201815143,-0.0007975657634621771,-0.01296784651247484,0.24739971879533357,13.171156318410524
302,-2.8563591698252844,0.04100048974545932,0.0059113485760961025,-0.02972607295768129,0.029650548376839746,-0.018129795588057954,0.17189682073768267,14.532052778002786
303,-2.8777889441034024,0.04485698180080832,0.005583585690835199,-0.054485200518169796,-0.03357113444025849,-0.030233669706920232,0.24058664539167104,13.983138409209356
304,-2.950015273388189,0.03085744740167518,0.006310615159974202,-0.038134616436210564,-0.005521999675061212,-0.00555583134096784,0.18440563494347142,15.555115735990995
305,-2.959234904283871,0.046869669050833555,0.005984383445805069,-0.030773246836073295,-0.007116671459412788,-0.0018253613532118584,0.1721554556321295,14.084001846197854
306,-2.89383541523027,0.04016999232351284,0.003485116677773445,-0.04037578267186274,0.02247451428990444,-0.015290882187960373,0.2210051589561411,12.236922887015584
307,-2.8821261467067734,0.052850392586332506,0.006748901955136133,-0.019599832951374463,-0.08677698189020139,-0.008129270019548523,0.14997820682150895,14.08451916047531
308,-2.8860754912613613,0.04557836565580018,0.003435992674843844,-0.026776626888573473,-0.013333237460422427,-0.0060752938057884185,0.14882661174197026,11.367511230525022
309,-2.9316640938480414,0.0449263131085908,0.005892159878793945,-0.03603450613425015,-0.0025049151874115797,-0.03223518164407387,0.18029027202654244,14.187619308304761
